timestamp;student_estimate;stress;sports;bedtime;age;programme_Artificial Intelligence;programme_Bioinformatics;programme_Business Analytics;programme_Computational Science;programme_Computer Science;programme_Econometrics;programme_Finance;programme_Other;machine_learning_no;machine_learning_unknown;machine_learning_yes;information_retrieval_no;information_retrieval_unknown;information_retrieval_yes;statistics_no;statistics_unknown;statistics_yes;databases_no;databases_unknown;databases_yes;gender_female;gender_male;gender_other;chatgpt_no;chatgpt_not willing to say;chatgpt_yes
2025-04-01 12:17:00;0.3269230769230769;1.0;0.17391304347826086;0.2222222222222222;0.2608695652173913;True;False;False;False;False;False;False;False;False;False;True;False;False;True;True;False;False;False;False;True;True;False;False;False;False;True
2025-04-01 12:17:00;0.6153846153846154;0.2;0.17391304347826086;0.2777777777777778;0.30434782608695654;False;False;False;False;True;False;False;False;False;False;True;False;False;True;False;True;False;False;False;True;False;True;False;False;False;True
2025-04-01 12:17:00;0.5096153846153846;0.6;0.34782608695652173;0.2777777777777778;0.2608695652173913;False;False;False;False;False;False;False;True;False;False;True;False;True;False;False;False;True;False;False;True;False;True;False;False;False;True
2025-04-01 12:17:00;0.8076923076923077;0.5;0.17391304347826086;0.1111111111111111;0.17391304347826086;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;True;False;True;False;False
2025-04-01 12:17:00;0.23076923076923078;0.7;0.08695652173913043;0.1111111111111111;0.22826086956521738;False;False;False;False;True;False;False;False;False;False;True;False;False;True;False;True;False;False;False;True;True;False;False;True;False;False
2025-04-01 12:17:00;0.8076923076923077;0.425;0.0;0.3888888888888889;0.21739130434782608;False;False;False;False;True;False;False;False;True;False;False;True;False;False;False;False;True;False;False;True;False;True;False;False;False;True
2025-04-01 12:17:00;0.6153846153846154;0.5;0.30434782608695654;0.3333333333333333;1.0;True;False;False;False;False;False;False;False;False;False;True;False;False;True;True;False;False;False;False;True;False;True;False;False;False;True
2025-04-01 12:17:00;0.6153846153846154;0.3;0.43478260869565216;0.25;0.30434782608695654;True;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;False;False;True;True;False;False;False;False;True
2025-04-01 12:17:00;0.23076923076923078;0.385625;0.0;0.25;0.13043478260869565;False;True;False;False;False;False;False;False;False;False;True;True;False;False;False;True;False;False;True;False;True;False;False;False;False;True
2025-04-01 12:17:00;0.23076923076923078;0.7;0.0;0.3888888888888889;0.21739130434782608;False;False;True;False;False;False;False;False;False;False;True;True;False;False;True;False;False;False;False;True;True;False;False;False;False;True
2025-04-01 12:17:00;0.23076923076923078;0.05;0.5217391304347826;0.3333333333333333;0.08695652173913043;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;True;False;False;False;True
2025-04-01 12:17:00;0.8076923076923077;0.08;0.2608695652173913;0.2222222222222222;0.20263975155279498;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;True;False;False;False;True
2025-04-01 12:17:00;0.4230769230769231;0.415;0.43478260869565216;0.3333333333333333;0.20263975155279498;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;True;False;False;False;True
2025-04-01 12:17:00;0.4230769230769231;0.2;0.13043478260869565;0.3055555555555556;0.20263975155279498;True;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;True;False;False;False;True;False;False;False;True
2025-04-01 12:17:00;0.4230769230769231;0.5;0.17391304347826086;0.25;0.08695652173913043;True;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;True;False;False;True;True;False;False;False;False;True
2025-04-01 12:17:00;0.8076923076923077;0.15;0.5217391304347826;0.3055555555555556;0.27053140096618356;False;False;False;True;False;False;False;False;True;False;False;True;False;False;False;False;True;True;False;False;True;False;False;False;False;True
2025-04-01 12:17:00;0.038461538461538464;0.75;0.2608695652173913;0.3055555555555556;0.21739130434782608;False;False;False;False;False;True;False;False;True;False;False;True;False;False;False;False;True;True;False;False;True;False;False;False;True;False
2025-04-01 12:17:00;0.9038461538461539;0.415;0.30434782608695654;0.3888888888888889;0.20263975155279498;True;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;True;False;False;True;True;False;False;False;False;True
2025-04-01 12:17:00;0.19230769230769232;0.02;0.17391304347826086;0.3333333333333333;0.20263975155279498;True;False;False;False;False;False;False;False;False;False;True;True;False;False;False;True;False;False;False;True;True;False;False;False;True;False
2025-04-01 12:17:00;0.4230769230769231;0.03;0.43478260869565216;0.2777777777777778;0.17391304347826086;True;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;True;False;False;True;True;False;False;False;False;True
2025-04-01 12:17:00;0.4230769230769231;0.55;0.08695652173913043;0.2777777777777778;0.30434782608695654;False;False;False;False;False;True;False;False;True;False;False;True;False;False;False;False;True;True;False;False;False;True;False;False;False;True
2025-04-01 12:17:00;0.7230769230769231;0.2;0.391304347826087;0.2777777777777778;0.21739130434782608;True;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;True;True;False;False;False;True;False;False;False;True
2025-04-01 12:17:00;0.4945054945054945;1.0;0.43478260869565216;0.5555555555555556;0.20263975155279498;True;False;False;False;False;False;False;False;False;False;True;False;False;True;True;False;False;False;False;True;False;False;True;False;False;True
2025-04-01 12:17:00;0.038461538461538464;1.0;0.043478260869565216;0.2777777777777778;0.21739130434782608;False;False;False;False;True;False;False;False;True;False;False;False;True;False;False;False;True;False;False;True;True;False;False;True;False;False
2025-04-01 12:17:00;0.3269230769230769;0.2;0.21739130434782608;0.25;0.21739130434782608;True;False;False;False;False;False;False;False;False;False;True;False;False;True;True;False;False;False;False;True;False;True;False;False;False;True
2025-04-01 12:17:00;0.3269230769230769;0.8;0.17391304347826086;0.5;0.34782608695652173;True;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;True;True;False;False;False;True;False;False;False;True
2025-04-01 12:17:00;0.7826923076923077;0.3;0.30434782608695654;0.19444444444444445;0.13043478260869565;False;False;False;True;False;False;False;False;False;False;True;True;False;False;False;False;True;True;False;False;False;True;False;False;False;True
2025-04-01 12:17:00;0.7884615384615384;0.75;0.0;0.3333333333333333;0.17391304347826086;False;False;False;False;False;False;True;False;False;False;True;True;False;False;False;False;True;True;False;False;False;True;False;False;False;True
2025-04-01 12:17:00;0.4230769230769231;0.1;0.08695652173913043;0.3055555555555556;0.22826086956521738;False;False;False;False;True;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;True;False;False;False;False;True
2025-04-01 12:18:00;0.7115384615384616;0.1;0.13043478260869565;0.3611111111111111;0.13043478260869565;False;False;False;False;False;False;False;True;False;False;True;True;False;False;False;True;False;False;False;True;True;False;False;False;False;True
2025-04-01 12:18:00;0.9038461538461539;0.5;0.34782608695652173;0.3055555555555556;0.17391304347826086;True;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;False;False;True;True;False;False;False;False;True
2025-04-01 12:18:00;0.5192307692307693;0.45;0.17391304347826086;0.25;0.13043478260869565;True;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;True;False;False;True;False;True;False;False;False;True
2025-04-01 12:18:00;0.4230769230769231;0.05;0.34782608695652173;0.2777777777777778;0.08695652173913043;False;False;False;False;False;False;True;False;False;False;True;True;False;False;False;False;True;False;False;True;False;True;False;False;False;True
2025-04-01 12:18:00;0.7115384615384616;0.89;0.30434782608695654;0.25;0.13043478260869565;False;False;True;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;True;False;False;False;False;True
2025-04-01 12:18:00;0.5192307692307693;0.0;0.17391304347826086;0.4444444444444444;0.17391304347826086;False;False;False;False;False;True;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;True;False;True;False;False
2025-04-01 12:18:00;0.23076923076923078;0.49;0.30434782608695654;0.3888888888888889;0.20263975155279498;True;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;True;False;False;True;False;True;False;False;True;False
2025-04-01 12:18:00;1.0;0.415;0.17391304347826086;0.3333333333333333;0.17391304347826086;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;True;False;False;False;True
2025-04-01 12:18:00;0.23076923076923078;0.0;0.26863354037267084;0.3888888888888889;0.13043478260869565;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;True;False;False;False;True
2025-04-01 12:18:00;0.46153846153846156;0.7;0.5217391304347826;0.2777777777777778;0.20263975155279498;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;True;False;False;False;False;True
2025-04-01 12:18:00;0.23076923076923078;0.3;0.21739130434782608;0.2777777777777778;0.17391304347826086;False;False;False;False;True;False;False;False;True;False;False;True;False;False;False;False;True;False;False;True;False;True;False;False;False;True
2025-04-01 12:18:00;0.4230769230769231;0.72;0.08695652173913043;0.2777777777777778;0.18478260869565216;False;False;False;False;False;False;False;True;False;False;True;False;False;True;True;False;False;False;False;True;False;False;True;False;True;False
2025-04-01 12:18:00;0.5192307692307693;0.05;0.391304347826087;0.3333333333333333;0.391304347826087;False;False;False;False;True;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;True;False;True;False;False
2025-04-01 12:18:00;0.7115384615384616;0.6;0.13043478260869565;0.5;0.20263975155279498;True;False;False;False;False;False;False;False;False;False;True;True;False;False;True;False;False;True;False;False;False;False;True;False;False;True
2025-04-01 12:18:00;0.1346153846153846;0.6;0.08695652173913043;0.3888888888888889;0.30434782608695654;True;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;False;False;True;True;False;False;False;False;True
2025-04-01 12:18:00;0.5673076923076923;0.06;0.43478260869565216;0.2222222222222222;0.20263975155279498;True;False;False;False;False;False;False;False;False;False;True;False;False;True;True;False;False;False;False;True;False;False;True;False;False;True
2025-04-01 12:18:00;0.23076923076923078;0.13;0.2608695652173913;0.2777777777777778;0.21739130434782608;True;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;True;False;False;True;False;True;False;False;False;True
2025-04-01 12:18:00;0.5192307692307693;0.0;0.21739130434782608;0.5;0.20263975155279498;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;True;False;False;False;True
2025-04-01 12:18:00;0.8076923076923077;0.02;0.17391304347826086;0.3333333333333333;0.17391304347826086;False;False;True;False;False;False;False;False;False;False;True;True;False;False;False;False;True;True;False;False;True;False;False;False;False;True
2025-04-01 12:18:00;0.6153846153846154;0.6;0.2608695652173913;0.3055555555555556;0.2608695652173913;True;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;False;True;False;False;True;False;False;False;True
2025-04-01 12:18:00;0.20576923076923076;0.11;0.30434782608695654;0.4166666666666667;0.20263975155279498;True;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;False;False;True;False;True;False;False;False;True
2025-04-01 12:18:00;0.8076923076923077;0.6;0.2608695652173913;0.3333333333333333;0.20263975155279498;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;True;False;False;False;True;False
2025-04-01 12:18:00;0.5192307692307693;0.35;0.30434782608695654;0.3333333333333333;0.34782608695652173;False;False;False;True;False;False;False;False;True;False;False;True;False;False;False;False;True;False;False;True;True;False;False;False;False;True
2025-04-01 12:18:00;0.4230769230769231;0.15;0.21739130434782608;0.2777777777777778;0.4782608695652174;False;True;False;False;False;False;False;False;False;False;True;False;True;False;False;False;True;False;True;False;False;True;False;True;False;False
2025-04-01 12:18:00;0.6153846153846154;0.66;0.2608695652173913;0.25;0.22826086956521738;False;False;False;False;True;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;True;False;False;False;False;True
2025-04-01 12:18:00;0.0;0.8;0.2608695652173913;0.16666666666666666;0.13043478260869565;True;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;True;True;False;False;True;False;False;False;False;True
2025-04-01 12:18:00;0.8076923076923077;1.0;0.08695652173913043;0.5555555555555556;0.20263975155279498;True;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;False;False;True;False;False;True;False;False;True
2025-04-01 12:18:00;0.7115384615384616;0.2;0.0;0.2222222222222222;0.22826086956521738;False;False;False;False;True;False;False;False;False;False;True;False;False;True;False;True;False;False;False;True;True;False;False;False;False;True
2025-04-01 12:18:00;0.7115384615384616;0.9;0.43478260869565216;0.3055555555555556;0.20263975155279498;True;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;True;True;False;False;False;True;False;False;False;True
2025-04-01 12:18:00;0.2692307692307692;0.4;0.391304347826087;0.2222222222222222;0.17391304347826086;False;False;True;False;False;False;False;False;False;False;True;False;True;False;False;False;True;True;False;False;False;True;False;False;True;False
2025-04-01 12:18:00;0.3269230769230769;0.3;0.17391304347826086;0.3888888888888889;0.17391304347826086;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;True;False;True;False
2025-04-01 12:18:00;0.6730769230769231;0.3;0.34782608695652173;0.3055555555555556;0.17391304347826086;True;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;True;False;False;True;False;True;False;False;False;True
2025-04-01 12:18:00;0.8076923076923077;0.65;0.17391304347826086;0.2222222222222222;0.2608695652173913;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;True;False;False;False;False;True
2025-04-01 12:18:00;0.3269230769230769;0.4988888888888889;0.21739130434782608;0.2222222222222222;0.17391304347826086;False;False;False;True;False;False;False;False;False;False;True;True;False;False;False;False;True;False;False;True;False;True;False;False;False;True
2025-04-01 12:18:00;0.5192307692307693;0.42;0.43478260869565216;0.2222222222222222;0.21739130434782608;False;False;False;False;False;True;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;True;False;False;False;True
2025-04-01 12:18:00;0.5769230769230769;0.425;0.43478260869565216;0.3888888888888889;0.13043478260869565;False;False;False;False;True;False;False;False;True;False;False;False;False;True;False;True;False;True;False;False;False;True;False;False;False;True
2025-04-01 12:18:00;0.4505769230769231;0.6;0.17391304347826086;0.2222222222222222;0.21739130434782608;False;False;False;False;True;False;False;False;False;False;True;True;False;False;False;False;True;False;False;True;True;False;False;False;False;True
2025-04-01 12:18:00;0.5192307692307693;0.15;0.2608695652173913;0.2222222222222222;0.34782608695652173;True;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;True;False;True;False;False;True;False;False;False;True
2025-04-01 12:18:00;0.6153846153846154;0.3;0.17391304347826086;0.2777777777777778;0.20263975155279498;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;True;False;False;False;False;True
2025-04-01 12:18:00;0.4807692307692308;0.47;0.5217391304347826;0.2777777777777778;0.27053140096618356;False;False;False;True;False;False;False;False;False;False;True;False;True;False;False;False;True;False;False;True;True;False;False;False;False;True
2025-04-01 12:18:00;0.5192307692307693;0.1;0.5217391304347826;0.3888888888888889;0.17391304347826086;False;False;False;True;False;False;False;False;False;False;True;True;False;False;False;False;True;False;False;True;True;False;False;False;False;True
2025-04-01 12:18:00;0.23076923076923078;0.2;0.6521739130434783;0.3611111111111111;0.13043478260869565;False;False;False;False;True;False;False;False;False;False;True;False;False;True;False;True;False;True;False;False;False;True;False;False;False;True
2025-04-01 12:18:00;0.3269230769230769;0.2;0.13043478260869565;0.3055555555555556;0.20263975155279498;True;False;False;False;False;False;False;False;False;False;True;False;False;True;True;False;False;False;False;True;False;True;False;False;False;True
2025-04-01 12:18:00;0.5865384615384616;0.06;0.30434782608695654;0.2777777777777778;0.13043478260869565;False;False;False;False;False;True;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;True;False;False;False;True
2025-04-01 12:18:00;0.5961538461538461;0.37;0.17391304347826086;0.3333333333333333;0.27053140096618356;False;False;False;True;False;False;False;False;False;False;True;True;False;False;False;False;True;True;False;False;True;False;False;False;False;True
2025-04-01 12:18:00;0.5673076923076923;0.5;0.17391304347826086;0.2777777777777778;0.17391304347826086;False;False;False;False;False;True;False;False;False;False;True;True;False;False;False;False;True;False;False;True;False;True;False;False;False;True
2025-04-01 12:18:00;0.22115384615384615;0.0;0.43478260869565216;0.3055555555555556;0.0;True;False;False;False;False;False;False;False;False;False;True;False;False;True;True;False;False;False;False;True;False;True;False;False;False;True
2025-04-01 12:18:00;0.4230769230769231;0.3;0.17391304347826086;0.3333333333333333;0.22826086956521738;False;False;False;False;True;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;False;False;True;False;False;True
2025-04-01 12:18:00;0.29615384615384616;0.4;0.30434782608695654;0.25;0.17391304347826086;False;False;False;False;False;False;False;True;True;False;False;False;False;True;False;False;True;True;False;False;True;False;False;False;False;True
2025-04-01 12:18:00;0.4807692307692308;0.425;0.0;0.5555555555555556;0.22826086956521738;False;False;False;False;True;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;True;False;False;True
2025-04-01 12:18:00;0.7692307692307693;0.75;0.13043478260869565;0.3333333333333333;0.30434782608695654;False;False;False;True;False;False;False;False;False;False;True;False;True;False;False;False;True;True;False;False;False;True;False;False;False;True
2025-04-01 12:18:00;0.40576923076923077;0.79;0.0;0.3888888888888889;0.20263975155279498;True;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;True;False;False;True;False;True;False;False;False;True
2025-04-01 12:18:00;0.9038461538461539;0.42;0.17391304347826086;0.3055555555555556;0.22826086956521738;False;False;False;False;True;False;False;False;False;False;True;False;False;True;True;False;False;False;False;True;False;True;False;False;True;False
2025-04-01 12:18:00;0.23076923076923078;0.3;0.0;0.3611111111111111;0.17391304347826086;True;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;True;False;False;True;True;False;False;False;False;True
2025-04-01 12:18:00;0.8076923076923077;1.0;0.13043478260869565;1.0;0.22826086956521738;False;False;False;False;True;False;False;False;False;False;True;True;False;False;False;False;True;False;False;True;True;False;False;False;False;True
2025-04-01 12:18:00;0.6538461538461539;1.0;0.34782608695652173;0.25;0.17391304347826086;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;True;False;False;False;True;False;False;True;False;True;False
2025-04-01 12:18:00;0.23076923076923078;0.1;0.34782608695652173;0.3333333333333333;0.17391304347826086;False;True;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;True;False;False;False;False;True
2025-04-01 12:18:00;0.5192307692307693;0.85;0.30434782608695654;0.3611111111111111;0.08695652173913043;False;False;True;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;True;False;False;True;False
2025-04-01 12:18:00;0.40192307692307694;0.4;0.2608695652173913;0.25;0.21739130434782608;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;True;False;False;False;True;True;False;False;False;False;True
2025-04-01 12:18:00;0.6153846153846154;0.4;0.13043478260869565;0.16666666666666666;0.15527950310559013;False;False;True;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;True;False;False;False;True;False
2025-04-01 12:18:00;0.5192307692307693;0.25;0.8695652173913043;0.2222222222222222;0.27053140096618356;False;False;False;True;False;False;False;False;False;False;True;True;False;False;False;False;True;False;False;True;False;True;False;False;False;True
2025-04-01 12:18:00;0.3269230769230769;0.0;0.30434782608695654;0.2222222222222222;0.13043478260869565;False;True;False;False;False;False;False;False;False;False;True;True;False;False;False;False;True;True;False;False;False;True;False;False;False;True
2025-04-01 12:18:00;0.3269230769230769;0.4988888888888889;0.21739130434782608;0.3055555555555556;0.27053140096618356;False;False;False;True;False;False;False;False;False;False;True;True;False;False;False;False;True;True;False;False;False;True;False;False;True;False
2025-04-01 12:18:00;0.4945054945054945;0.415;0.43478260869565216;0.2222222222222222;0.20263975155279498;True;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;True;True;False;False;False;False;True;False;False;True
2025-04-01 12:18:00;0.3269230769230769;0.6;0.17391304347826086;0.25;0.30434782608695654;False;True;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;True;False;False;False;True;False;False;False;True
2025-04-01 12:18:00;1.0;0.4;0.0;0.0;0.17391304347826086;False;True;False;False;False;False;False;False;False;False;True;True;False;False;False;False;True;True;False;False;True;False;False;False;True;False
2025-04-01 12:18:00;1.0;0.22;0.21739130434782608;0.25;0.17391304347826086;True;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;True;False;False;True;False;True;False;False;False;True
2025-04-01 12:18:00;0.1346153846153846;0.2;0.17391304347826086;0.2777777777777778;0.20263975155279498;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;True;False;False;False;True;True;False;False;False;False;True
2025-04-01 12:18:00;0.4230769230769231;0.13;0.2608695652173913;0.3888888888888889;0.21739130434782608;False;False;False;False;True;False;False;False;False;False;True;True;False;False;False;True;False;False;False;True;False;False;True;False;False;True
2025-04-01 12:18:00;0.6634615384615384;0.05;0.13043478260869565;0.2222222222222222;0.043478260869565216;False;False;False;False;False;True;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;True;False;False;False;True
2025-04-01 12:18:00;0.39807692307692305;0.23;1.0;0.19444444444444445;0.043478260869565216;False;False;True;False;False;False;False;False;False;False;True;True;False;False;False;True;False;False;False;True;False;True;False;False;False;True
2025-04-01 12:18:00;0.4230769230769231;1.0;0.0;0.2222222222222222;0.21739130434782608;False;False;False;True;False;False;False;False;False;False;True;True;False;False;False;False;True;False;False;True;False;True;False;True;False;False
2025-04-01 12:18:00;0.4230769230769231;0.3;0.30434782608695654;0.3055555555555556;0.13043478260869565;True;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;False;False;True;False;True;False;False;False;True
2025-04-01 12:18:00;0.2692307692307692;0.67;0.17391304347826086;0.5;0.2608695652173913;False;False;False;False;True;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;True;False;False;False;False;True
2025-04-01 12:18:00;0.4230769230769231;0.01;0.30434782608695654;0.3333333333333333;0.6521739130434783;False;False;False;True;False;False;False;False;True;False;False;True;False;False;False;False;True;False;False;True;False;True;False;False;False;True
2025-04-01 12:18:00;0.8076923076923077;0.69;0.43478260869565216;0.2777777777777778;0.2608695652173913;False;True;False;False;False;False;False;False;False;False;True;False;True;False;False;True;False;False;True;False;False;True;False;False;False;True
2025-04-01 12:18:00;0.775;0.5225;0.13043478260869565;0.4444444444444444;0.18478260869565216;False;False;False;False;False;False;False;True;False;False;True;True;False;False;False;True;False;False;False;True;False;True;False;True;False;False
2025-04-01 12:18:00;0.4230769230769231;0.75;0.17391304347826086;0.2222222222222222;0.2608695652173913;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;True;False;False;False;True
2025-04-01 12:18:00;0.7115384615384616;0.6;0.043478260869565216;0.25;0.20263975155279498;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;True;False;False;True;False;False;False;False;True
2025-04-01 12:18:00;0.3076923076923077;1.0;0.08695652173913043;0.4444444444444444;0.21467391304347827;False;True;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;False;False;True;False;True;False;False;False;True
2025-04-01 12:18:00;0.5326923076923077;0.07;0.21739130434782608;0.4444444444444444;0.18478260869565216;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;True;False;True;False;False;False;True
2025-04-01 12:18:00;0.8076923076923077;0.4;0.08695652173913043;0.3611111111111111;0.2608695652173913;False;False;False;False;False;False;True;False;False;False;True;True;False;False;False;False;True;False;False;True;False;True;False;False;False;True
2025-04-01 12:18:00;0.4173076923076923;0.69;0.2608695652173913;0.2222222222222222;0.20263975155279498;True;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;True;False;False;False;True;False;False;False;True
2025-04-01 12:18:00;0.8076923076923077;0.8;0.2608695652173913;0.7222222222222222;0.17391304347826086;False;False;False;False;True;False;False;False;True;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;True;False
2025-04-01 12:18:00;0.4230769230769231;0.2;0.34782608695652173;0.3611111111111111;0.18478260869565216;False;False;False;False;False;False;False;True;False;False;True;True;False;False;False;False;True;True;False;False;False;True;False;False;False;True
2025-04-01 12:18:00;0.7692307692307693;0.0;0.34782608695652173;0.2222222222222222;0.30434782608695654;False;False;True;False;False;False;False;False;False;False;True;False;True;False;False;False;True;False;False;True;True;False;False;False;False;True
2025-04-01 12:18:00;0.5192307692307693;0.2;0.34782608695652173;0.25;0.17391304347826086;False;False;False;False;False;False;True;False;False;False;True;True;False;False;False;False;True;True;False;False;False;True;False;False;False;True
2025-04-01 12:18:00;0.4230769230769231;0.55;0.2608695652173913;0.3055555555555556;0.21739130434782608;False;False;False;True;False;False;False;False;True;False;False;True;False;False;False;False;True;True;False;False;False;True;False;False;False;True
2025-04-01 12:18:00;0.8076923076923077;1.0;0.13043478260869565;0.3888888888888889;0.20263975155279498;True;False;False;False;False;False;False;False;False;False;True;False;False;True;True;False;False;False;False;True;False;False;True;False;True;False
2025-04-01 12:18:00;0.55;0.57;0.2608695652173913;0.3055555555555556;0.08695652173913043;False;False;False;False;True;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;True;False;False;False;True
2025-04-01 12:18:00;0.4230769230769231;0.15;0.34782608695652173;0.3055555555555556;0.17391304347826086;True;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;True;False;False;True;False;True;False;False;False;True
