timestamp;programme;machine_learning;information_retrieval;statistics;databases;gender;chatgpt;birthday;student_estimate;stress;sports;random_number;bedtime;good_day_1;good_day_2;age
2025-04-01 12:17:00;Artificial Intelligence;yes;yes;no;yes;other;yes;;350.0;100.0;10.0;37.0;05:00;Alcohol;More alcohol;23.0
2025-04-01 12:17:00;Computer Science;no;unknown;yes;yes;female;no;2000-06-01;100.0;100.0;1.0;4738.0;00:00;grade 10;win lottery ;24.0
2025-04-01 12:17:00;Artificial Intelligence;yes;yes;no;yes;male;yes;2000-11-11;250.0;20.0;5.0;11011011.0;23:30;Socialising ;When I've learned something new;24.0
2025-04-01 12:17:00;Artificial Intelligence;yes;no;yes;no;male;yes;1997-11-05;250.0;80.0;4.0;87.0;04:00;doing sports;not having anxiety;27.0
2025-04-01 12:17:00;Computational Science;yes;no;yes;no;male;yes;2002-11-27;487.0;30.0;7.0;39.0;22:30;Sports;Free time;22.0
2025-04-01 12:17:00;Finance;yes;no;yes;no;male;yes;2001-07-20;490.0;75.0;0.0;7.0;01:00;Booking tickets;drinking beers;23.0
2025-04-01 12:17:00;Computer Science;yes;yes;yes;yes;female;yes;1905-06-22;300.0;10.0;2.0;7,79E+37;00:30;seeing friends;no work;23.0
2025-04-01 12:18:00;Other;yes;no;unknown;yes;female;yes;2002-12-23;450.0;10.0;3.0;1934.0;01:30;Nice weather;No work;22.0
2025-04-01 12:18:00;Artificial Intelligence;no;no;yes;yes;female;yes;2002-03-16;550.0;50.0;8.0;8.0;00:30;Good food;Sun ;23.0
2025-04-01 12:18:00;Artificial Intelligence;yes;no;yes;yes;male;yes;2002-05-09;350.0;45.0;4.0;69420.0;23:30;Feeling energized;Reaching the goals I set for myself that day;22.0
2025-04-01 12:18:00;Finance;yes;no;yes;yes;male;yes;2003-05-18;300.0;5.0;8.0;14.0;00:00;Sports;Friends;21.0
2025-04-01 12:18:00;Business Analytics;yes;yes;yes;yes;female;yes;2002-11-11;450.0;89.0;7.0;69.0;23:30;Bubble tea;Dog;22.0
2025-04-01 12:18:00;Econometrics;yes;yes;yes;yes;male;no;1905-06-22;350.0;0.0;4.0;14.0;03:00;No school;High grade;23.0
2025-04-01 12:18:00;Artificial Intelligence;yes;unknown;yes;yes;male;not willing to say;1900-01-26;200.0;49.0;7.0;420.0;02:00;Warm;Sun;23.0
2025-04-01 12:18:00;Artificial Intelligence;yes;yes;yes;yes;male;yes;2001-08-29;600.0;40.0;4.0;66.0;01:00;Going to gym;Weed;23.0
2025-04-01 12:18:00;Artificial Intelligence;yes;yes;yes;yes;male;yes;2002-11-21;200.0;0.0;5.0;1,99E+80;02:00;Ajax winning;Drugs;22.0
2025-04-01 12:18:00;Artificial Intelligence;yes;yes;yes;yes;female;yes;;320.0;70.0;12.0;4.0;00:00;Sun;Interacting with my loved ones;23.0
2025-04-01 12:18:00;Computer Science;no;no;yes;yes;male;yes;2001-09-16;200.0;30.0;5.0;2,32E+34;00:00;nothing to do;can do anything;23.0
2025-04-01 12:18:00;Other;yes;yes;no;yes;other;not willing to say;1905-06-19;300.0;72.0;2.0;73.0;00:00;Beer ;Wine ;23.0
2025-04-01 12:18:00;Computer Science;yes;yes;yes;yes;male;no;1996-08-16;350.0;5.0;9.0;-1.0;01:00;A cold beer;Kissing the homies for good night ;28.0
2025-04-01 12:18:00;Artificial Intelligence;yes;no;no;no;other;yes;;450.0;60.0;3.0;358.0;04:00;Happy;Friends;23.0
2025-04-01 12:18:00;Artificial Intelligence;no;no;yes;yes;female;yes;1998-11-26;150.0;60.0;2.0;42.0;02:00;Good meal;Sunny day;26.0
2025-04-01 12:18:00;Artificial Intelligence;yes;yes;no;yes;other;yes;;375.0;6.0;10.0;61.0;23:00;Az winning;Went to the gym;23.0
2025-04-01 12:18:00;Artificial Intelligence;yes;no;yes;yes;male;yes;2000-09-14;200.0;13.0;6.0;7.0;00:00;Sunny;Pilsie;24.0
2025-04-01 12:18:00;Artificial Intelligence;yes;yes;yes;yes;male;yes;;350.0;0.0;5.0;69.0;04:00;Free time;Videogames;23.0
2025-04-01 12:18:00;Business Analytics;yes;no;yes;no;female;yes;2001-05-20;500.0;2.0;4.0;7.0;01:00;Sun, good food, being productive;Travelling;23.0
2025-04-01 12:18:00;Artificial Intelligence;no;no;yes;unknown;male;yes;1999-12-28;400.0;60.0;6.0;87.0;00:30;Praying 5 times on time;Seeing my parents and my younger brother doing fine;25.0
2025-04-01 12:18:00;Artificial Intelligence;no;no;yes;yes;male;yes;;187.0;11.0;7.0;6969696.0;02:30;Gym;Edda;23.0
2025-04-01 12:18:00;Artificial Intelligence;yes;yes;yes;yes;female;not willing to say;2025-05-23;500.0;60.0;6.0;5.0;01:00;sun;more sun ;23.0
2025-04-01 12:18:00;Computational Science;no;no;yes;yes;female;yes;1997-07-19;350.0;35.0;7.0;95836.0;01:00;Getting enough sleep;Healthy breakfast;27.0
2025-04-01 12:18:00;Bioinformatics;yes;unknown;yes;unknown;male;no;1994-12-10;300.0;15.0;5.0;;00:00;A good day;A bad day;30.0
2025-04-01 12:18:00;Computer Science;yes;yes;yes;yes;female;yes;;400.0;66.0;6.0;12.0;23:30;Sunny weather ;Good grades ;23.0
2025-04-01 12:18:00;Artificial Intelligence;yes;no;yes;no;female;yes;2002-09-30;80.0;80.0;6.0;47.0;22:00;Sunny day spent with friends ;going to a rave;22.0
2025-04-01 12:18:00;Artificial Intelligence;no;no;no;yes;other;yes;1900-01-01;500.0;100.0;2.0;89.0;05:00;Sun;Sun;23.0
2025-04-01 12:18:00;Computer Science;yes;yes;unknown;yes;female;yes;1900-01-23;450.0;20.0;0.0;8.0;23:00;Rain;Chocolate;23.0
2025-04-01 12:18:00;Artificial Intelligence;yes;no;yes;no;male;yes;2025-02-15;450.0;90.0;10.0;4141.0;00:30;When the sun is out;Having the time to run;23.0
2025-04-01 12:18:00;Business Analytics;yes;unknown;yes;no;male;not willing to say;2002-03-13;220.0;40.0;9.0;15.0;23:00;Get a lot of sleep(at least 8 hours);Eat good food;23.0
2025-04-01 12:18:00;Artificial Intelligence;yes;yes;yes;yes;other;not willing to say;2001-10-08;250.0;30.0;4.0;6.0;02:00;happiness ;sun;23.0
2025-04-01 12:18:00;Artificial Intelligence;yes;no;yes;yes;male;yes;2001-10-21;430.0;30.0;8.0;37.0;00:30;Doing things I want to do;Not having to do things I don't want to do;23.0
2025-04-01 12:18:00;Artificial Intelligence;yes;yes;yes;yes;female;yes;1999-12-10;500.0;65.0;4.0;168.0;23:00;sun;not encountering a stressful situation;25.0
2025-04-01 12:18:00;Computational Science;yes;no;yes;yes;male;yes;2001-06-21;250.0;40.0;5.0;42.0;23:00;Sex;Alcohol ;23.0
2025-04-01 12:18:00;Econometrics;yes;yes;yes;yes;male;yes;2001-02-28;350.0;42.0;10.0;5347833.0;23:00;Good food and no econometrics courses;Sun, exercise and beer;24.0
2025-04-01 12:18:00;Computer Science;no;yes;unknown;no;male;yes;2002-06-28;380.0;40.0;10.0;7777.0;02:00;weed;alcohol;22.0
2025-04-01 12:18:00;Computer Science;yes;no;yes;yes;female;yes;2000-11-10;350.0;60.0;4.0;8.0;23:00;Sunshine;Friends ;24.0
2025-04-01 12:18:00;Artificial Intelligence;yes;no;yes;unknown;male;yes;1998-03-08;350.0;15.0;6.0;42.0;23:00;Good weather;Chilling;27.0
2025-04-01 12:18:00;Artificial Intelligence;yes;yes;yes;yes;female;yes;;400.0;30.0;4.0;77.0;00:00;Sunny weather;Good food;23.0
2025-04-01 12:18:00;Computational Science;yes;unknown;yes;yes;female;yes;2025-05-28;330.0;47.0;12.0;30.0;00:00;Good food;Sun;23.0
2025-04-01 12:18:00;Computational Science;yes;no;yes;yes;female;yes;2001-10-26;350.0;10.0;12.0;3.0;02:00;sun;good food;23.0
2025-04-01 12:18:00;Computer Science;yes;yes;unknown;no;male;yes;2002-07-21;200.0;20.0;15.0;6.0;01:30;delicious food;alcohol dose;22.0
2025-04-01 12:18:00;Artificial Intelligence;yes;yes;no;yes;male;yes;;250.0;20.0;3.0;42.0;00:30;no responsibilities;nice weather;23.0
2025-04-01 12:18:00;Econometrics;yes;yes;yes;yes;male;yes;2003-01-25;385.0;6.0;7.0;10.0;00:00;Food;Sun;22.0
2025-04-01 12:18:00;Computational Science;yes;no;yes;no;female;yes;2025-02-13;390.0;37.0;4.0;197367.0;01:00;Sun ;Good food;23.0
2025-04-01 12:18:00;Econometrics;yes;no;yes;yes;male;yes;2002-02-15;375.0;50.0;4.0;1.0;00:00;Travel;Active;23.0
2025-04-01 12:18:00;Artificial Intelligence;yes;yes;no;yes;male;yes;2005-04-02;195.0;0.0;10.0;7.0;00:30;Not having looking for x ;Spots;19.0
2025-04-01 12:18:00;Computer Science;no;no;no;no;other;yes;;300.0;30.0;4.0;73.0;01:00;Sun;Sub;23.0
2025-04-01 12:18:00;Other;no;yes;yes;no;female;yes;2002-03-21;234.0;40.0;7.0;8.0;23:30;Coffee;Running in the sun;23.0
2025-04-01 12:18:00;Computer Science;yes;yes;yes;yes;other;yes;2025-02-04;330.0;40.0;0.0;37.0;05:00;Got nothing to do;Interesting activities;23.0
2025-04-01 12:18:00;Computational Science;yes;unknown;yes;no;male;yes;1998-12-04;480.0;75.0;3.0;7.0;01:00;Achivements;Socialising;26.0
2025-04-01 12:18:00;Artificial Intelligence;yes;unknown;yes;yes;male;yes;;291.0;79.0;0.0;74.0;02:00;Being with someone i love;No assignment deadline!!!;23.0
2025-04-01 12:18:00;Computer Science;yes;yes;no;yes;male;not willing to say;;550.0;42.0;4.0;69.0;00:30;Eating burrata;Eating pasta;23.0
2025-04-01 12:18:00;Artificial Intelligence;yes;no;yes;yes;female;yes;2001-10-26;200.0;30.0;0.0;7.0;01:30;My boyfriend;My friends ;23.0
2025-04-01 12:18:00;Computer Science;yes;no;yes;yes;female;yes;2025-10-10;500.0;100.0;3.0;3.0;13:00;Cats;Sun;23.0
2025-04-01 12:18:00;Artificial Intelligence;yes;yes;unknown;yes;other;not willing to say;2002-01-22;420.0;100.0;8.0;40.0;23:30;-1;-2;23.0
2025-04-01 12:18:00;Bioinformatics;no;no;no;no;female;yes;2001-08-31;200.0;10.0;8.0;11.0;01:00;Delicious food;Nice weather;23.0
2025-04-01 12:18:00;Business Analytics;yes;yes;yes;yes;male;not willing to say;2003-07-14;350.0;85.0;7.0;4.0;01:30;A beer after a exam;Seeing my dog;21.0
2025-04-01 12:18:00;Artificial Intelligence;yes;yes;unknown;yes;female;yes;2001-01-02;289.0;40.0;6.0;9582000000000.0;23:30;Sun;Good exam result;24.0
2025-04-01 12:18:00;Business Analytics;yes;yes;yes;yes;female;not willing to say;2025-05-21;400.0;40.0;3.0;9.0;22:00;Sleeping in;No assignments;23.0
2025-04-01 12:18:00;Computational Science;yes;no;yes;yes;male;yes;2025-01-05;350.0;25.0;20.0;40.0;23:00;feeling good ;productive;23.0
2025-04-01 12:18:00;Bioinformatics;yes;no;yes;no;male;yes;2002-09-30;250.0;0.0;7.0;69.0;23:00;Sun;Sports;22.0
2025-04-01 12:18:00;Computational Science;yes;no;yes;no;male;not willing to say;;250.0;40.0;5.0;42.0;00:30;Doggo;Food;23.0
2025-04-01 12:18:00;Artificial Intelligence;yes;unknown;yes;no;other;yes;1934-08-07;350.0;40.0;10.0;7.0;23:00;Good talks;Productivity;23.0
2025-04-01 12:18:00;Bioinformatics;yes;yes;yes;no;male;yes;1998-08-22;250.0;60.0;4.0;89867.0;23:30;Cats;Candy;26.0
2025-04-01 12:18:00;Bioinformatics;yes;no;yes;no;female;not willing to say;2001-11-09;600.0;40.0;0.0;658.0;19:00;money;love;23.0
2025-04-01 12:18:00;Artificial Intelligence;yes;no;yes;yes;male;yes;2001-07-26;600.0;22.0;5.0;236.0;23:30;eating good food;having a nice nap;23.0
2025-04-01 12:18:00;Artificial Intelligence;yes;yes;unknown;yes;female;yes;2025-09-20;150.0;20.0;4.0;11.0;00:00;Good sleep;No uni;23.0
2025-04-01 12:18:00;Computer Science;yes;no;unknown;yes;other;yes;2000-08-05;300.0;13.0;6.0;1738.0;02:00;People;Food;24.0
2025-04-01 12:18:00;Econometrics;yes;yes;yes;yes;male;yes;2004-04-04;425.0;5.0;3.0;4.0;23:00;Hanging out with friends;No responsibilities;20.0
2025-04-01 12:18:00;Business Analytics;yes;no;unknown;yes;male;yes;2004-08-20;287.0;23.0;23.0;1,84E+32;22:30;Sports;Friends;20.0
2025-04-01 12:18:00;Computational Science;yes;no;yes;yes;male;no;2000-04-03;300.0;100.0;0.0;7.0;23:00;Not going to uni;No deadlines;24.0
2025-04-01 12:18:00;Artificial Intelligence;no;no;no;yes;male;yes;2002-10-25;300.0;30.0;7.0;9.0;00:30;Sports;Good sleep;22.0
2025-04-01 12:18:00;Computer Science;no;no;no;no;female;yes;1999-04-11;220.0;67.0;4.0;4.0;04:00;I take the ADHD medicine ;go out with friends ;25.0
2025-04-01 12:18:00;Computational Science;no;no;yes;yes;male;yes;1991-01-27;300.0;1.0;7.0;33.0;01:00;No assignments need to do;No lectures;34.0
2025-04-01 12:18:00;Bioinformatics;yes;unknown;unknown;unknown;male;yes;2000-01-01;500.0;69.0;10.0;69.0;00:00;Sun;Friends;25.0
2025-04-01 12:18:00;Other;yes;no;unknown;yes;male;no;;483.0;40.0;3.0;64.0;03:00;Sleep;Food;23.0
2025-04-01 12:18:00;Artificial Intelligence;yes;yes;yes;yes;male;yes;1999-11-01;300.0;75.0;4.0;314159265359.0;23:00;Passing EDDA;The sun;25.0
2025-04-01 12:18:00;Artificial Intelligence;yes;yes;yes;no;female;yes;2025-12-25;450.0;60.0;1.0;44.0;23:30;Nice weather;Free time;23.0
2025-04-01 12:18:00;Bioinformatics;no;no;yes;yes;male;yes;;240.0;100.0;2.0;8.0;03:00;no studying;gaming;23.0
2025-04-01 12:18:00;Other;yes;yes;yes;yes;male;yes;;357.0;7.0;5.0;69420.0;03:00;You :);You again :);23.0
2025-04-01 12:18:00;Finance;yes;no;yes;yes;male;yes;2000-01-10;500.0;40.0;2.0;1.0;01:30;Making someone smile;Smiling;25.0
2025-04-01 12:18:00;Artificial Intelligence;no;no;yes;no;male;yes;1900-01-26;297.0;69.0;6.0;426.0;23:00;Mild weather, no lectures, good food;No assignments, no exam stress;23.0
2025-04-01 12:18:00;Computer Science;no;unknown;unknown;unknown;male;not willing to say;2001-07-23;500.0;80.0;6.0;5.0;08:00;eating;play ;23.0
2025-04-01 12:18:00;Other;yes;no;yes;no;male;yes;;300.0;20.0;8.0;891230124.0;01:30;Friends;Activity and food;23.0
2025-04-01 12:18:00;Business Analytics;yes;unknown;yes;yes;female;yes;1999-02-14;480.0;0.0;8.0;10.0;23:00;Peace;Nature;26.0
2025-04-01 12:18:00;Finance;yes;no;yes;no;male;yes;2001-04-26;350.0;20.0;8.0;124.0;23:30;Sports;Focus;23.0
2025-04-01 12:18:00;Computational Science;no;no;yes;no;male;yes;2000-08-01;300.0;55.0;6.0;47.0;00:30;Motorcycle ride;Social interaction;24.0
2025-04-01 12:18:00;Artificial Intelligence;yes;yes;no;yes;other;not willing to say;2025-10-06;500.0;100.0;3.0;420.0;02:00;Studying;Learning;23.0
2025-04-01 12:18:00;Computer Science;yes;yes;yes;yes;male;yes;2003-09-02;366.0;57.0;6.0;9999999999.0;00:30;go out of the house ;play a sport and instrument ;21.0
2025-04-01 12:18:00;Artificial Intelligence;no;yes;yes;yes;male;yes;2002-02-24;300.0;15.0;8.0;67.0;00:30;Doing a sport;Playing my bass guitar;23.0
2025-04-01 12:18:00;Artificial Intelligence;yes;no;yes;no;male;yes;2001-07-23;300.0;45.0;4.0;23.0;02:00;beer;another beer;23.0
2025-04-01 12:18:00;Artificial Intelligence;yes;no;unknown;yes;male;yes;;123.0;90.0;4.0;;04:00;grounded;social, speding quality time with friends;23.0
2025-04-01 12:18:00;Computer Science;yes;yes;unknown;yes;male;yes;1999-01-31;300.0;75.0;3.0;81.0;03:00;Chilling with buddies;GAMING;26.0
2025-04-01 12:18:00;Computer Science;no;yes;yes;yes;male;yes;1921-12-12;450.0;40.0;5.0;3737.0;01:00;Money;Less money;23.0
2025-04-01 12:18:00;Artificial Intelligence;yes;yes;yes;yes;male;yes;2025-12-05;125.0;40.0;4.0;2,46E+78;23:00;good food;finish task;23.0
2025-04-01 12:18:00;Artificial Intelligence;no;no;yes;yes;male;yes;2025-02-23;200.0;65.0;3.0;4.0;02:00;Coffee;Motivation ;23.0
2025-04-01 12:18:00;Artificial Intelligence;yes;no;no;yes;male;yes;;378.0;40.0;2.0;12.0;04:00;gezelligheid;see above;23.0
2025-04-01 12:18:00;Artificial Intelligence;yes;yes;yes;yes;female;not willing to say;2002-09-20;200.0;30.0;5.0;13.0;23:30;Productivity;Nice weather;22.0
2025-04-01 12:18:00;Artificial Intelligence;yes;unknown;yes;no;female;yes;2001-10-03;400.0;40.0;10.0;3.0;00:00;workout;sun;23.0
2025-04-01 12:18:00;Computer Science;yes;yes;no;yes;male;not willing to say;2000-10-09;390.0;40.0;3.0;7.0;05:00;A day outside;Jamming with the homies;24.0
2025-04-01 12:18:00;Bioinformatics;yes;yes;yes;no;male;yes;2001-01-11;500.0;25.0;5.0;27.0;23:30;Waking up refreshed;exercise;24.0
2025-04-01 12:18:00;Bioinformatics;yes;no;unknown;no;male;yes;2025-06-11;300.0;99.0;7.0;77.0;01:30;no class;nice weather;23.0
2025-04-01 12:18:00;Computational Science;no;no;no;no;male;yes;;280.0;40.0;6.0;18282.0;22:00;Nice weather;Nice girls;23.0
2025-04-01 12:18:00;Bioinformatics;yes;no;yes;no;female;not willing to say;2001-11-16;450.0;80.0;3.0;17.0;00:30;sleeping;going for a walk;23.0
2025-04-01 12:18:00;Computer Science;yes;yes;no;yes;male;no;1999-02-16;150.0;0.0;8.0;75.0;05:00;Fun;Fun 2;26.0
2025-04-01 12:18:00;Bioinformatics;no;unknown;no;yes;male;yes;2025-01-13;230.0;69.0;15.0;4,68E+30;22:00;Reaching my calory goal;Sleeping 8 hours;23.0
2025-04-01 12:18:00;Business Analytics;yes;no;yes;yes;female;yes;2002-06-28;250.0;50.0;0.0;3.0;00:30;feeling productive;socializing ;22.0
2025-04-01 12:18:00;Other;yes;no;unknown;yes;male;not willing to say;;118.0;24.0;6.0;31.0;00:30;Low stress;Progress;23.0
2025-04-01 12:18:00;Bioinformatics;no;yes;no;yes;female;yes;2002-04-29;375.0;30.0;6.0;3.0;23:30;Sun;-;22.0
2025-04-01 12:18:00;Computer Science;yes;yes;no;yes;female;yes;2003-01-02;350.0;40.0;10.0;13.0;23:30;Stick to my daily routine;Connect with some good person;22.0
2025-04-01 12:18:00;Econometrics;yes;no;yes;yes;other;no;;460.0;30.0;0.0;;00:00;no lectures;sleeping;23.0
2025-04-01 12:18:00;Computer Science;yes;yes;yes;yes;female;yes;;200.0;30.0;5.0;173425000000000.0;22:30;Running in the morning;Meeting new people;23.0
2025-04-01 12:18:00;Econometrics;yes;yes;yes;yes;male;yes;2001-01-23;300.0;0.0;4.0;271828.0;23:30;Good sleep;Free time;24.0
2025-04-01 12:18:00;Artificial Intelligence;yes;no;yes;yes;male;yes;2000-05-13;400.0;10.0;10.0;21.0;00:30;Sun and good food;Good food and sun;24.0
2025-04-01 12:18:00;Computer Science;no;no;unknown;yes;female;yes;;250.0;65.0;2.0;9.0;01:30;With friends I love;Sunny days;23.0
2025-04-01 12:18:00;Artificial Intelligence;yes;no;yes;no;female;yes;;340.0;40.0;9.0;1672.0;01:00;Friends;Drinks;23.0
2025-04-01 12:18:00;Artificial Intelligence;yes;no;yes;no;female;yes;2025-07-10;400.0;35.0;6.0;823.0;01:00;Sunshine;Nice food;23.0
2025-04-01 12:18:00;Artificial Intelligence;yes;no;yes;yes;female;no;2001-01-03;250.0;100.0;4.0;11.0;23:30;Sun Shining;Drinking Matcha in the Sun;24.0
2025-04-01 12:19:00;Computational Science;yes;no;yes;no;female;yes;;100.0;20.0;5.0;51.0;00:00;sunshine;no exam;23.0
2025-04-01 12:19:00;Computer Science;no;yes;no;yes;male;yes;1997-02-07;450.0;40.0;10.0;8473.0;00:00;The sun;Sports;28.0
2025-04-01 12:19:00;Other;yes;no;yes;yes;female;yes;;350.0;87.0;1.0;27.4;02:00;getting some work done;time to make music;23.0
2025-04-01 12:19:00;Econometrics;yes;yes;yes;yes;female;yes;2002-07-20;450.0;10.0;3.0;22.0;23:00;Sun;friends;22.0
2025-04-01 12:19:00;Artificial Intelligence;yes;no;yes;yes;female;yes;2025-09-01;450.0;25.0;2.0;55678686.0;02:00;Sunshine;Food;23.0
2025-04-01 12:19:00;Business Analytics;yes;yes;yes;yes;female;yes;2000-01-03;400.0;60.0;7.0;25.0;23:00;being able to exercise;get outside;25.0
2025-04-01 12:19:00;Artificial Intelligence;yes;yes;yes;yes;male;yes;2001-03-05;400.0;40.0;16.0;90.0;22:30;Performing some sports;Positive people around me ;24.0
2025-04-01 12:19:00;Business Analytics;yes;unknown;no;yes;male;yes;2002-09-11;380.0;40.0;12.0;8,58E+35;22:30;When the sun is out;What makes a good day for you (2)? ;22.0
2025-04-01 12:19:00;Artificial Intelligence;yes;no;yes;yes;female;yes;2027-12-01;550.0;20.0;3.0;77.0;01:00;Good Breakfast;Sunshine;23.0
2025-04-01 12:19:00;Artificial Intelligence;yes;yes;unknown;yes;male;yes;2000-11-18;384.0;40.0;14.0;9.0;00:00;productivity;music;24.0
2025-04-01 12:19:00;Computer Science;no;unknown;yes;yes;male;yes;;450.0;30.0;6.0;76.0;03:00;Videogames all day;Good food for free;23.0
2025-04-01 12:19:00;Finance;yes;unknown;yes;no;male;yes;2001-08-17;250.0;58.0;3.0;5.0;01:30;Not a lot of assignments;Sports and guitar;23.0
2025-04-01 12:19:00;Econometrics;yes;yes;yes;no;male;not willing to say;2003-12-13;250.0;23.23;7.0;0.0;00:30;productivity;nice food;21.0
2025-04-01 12:19:00;Finance;yes;no;yes;no;male;not willing to say;2000-08-15;400.0;60.0;10.0;158.0;03:00;Sports;Food;24.0
2025-04-01 12:19:00;Business Analytics;yes;yes;no;yes;male;yes;2003-10-04;311.0;11.0;4.0;1,01E+140;01:00;Potato;Fries;21.0
2025-04-01 12:19:00;Artificial Intelligence;yes;yes;yes;yes;male;yes;2002-01-18;300.0;15.0;20.0;78.0;23:30;-;-;23.0
2025-04-01 12:19:00;Computer Science;yes;no;yes;yes;male;yes;2001-02-18;150.0;30.0;7.0;-69420.0;03:00;“rm -r .”;Bouldering and hanging with the homies;24.0
