timestamp;programme;machine_learning;information_retrieval;statistics;databases;gender;chatgpt;birthday;student_estimate;stress;sports;random_number;bedtime;good_day_1;good_day_2
04/01/2025 12:18;Bioinformatics;yes;unknown;yes;unknown;male;no;10/12/1994;300.0;15.0;5.0;;00:00;A good day;A bad day
04/01/2025 12:18;Computer Science;yes;yes;yes;yes;female;yes;20.06;400.0;66.0;6.0;12.0;23:30;Sunny weather ;Good grades 
04/01/2025 12:18;Artificial Intelligence;yes;no;yes;no;female;yes;30/09/2002;80.0;80.0;6.0;47.0;22:00;Sunny day spent with friends ;going to a rave
04/01/2025 12:18;Artificial Intelligence;no;no;no;yes;other;yes;01/01/1900;500.0;100.0;2.0;89.0;05:00;Sun;Sun
04/01/2025 12:18;Computer Science;yes;yes;unknown;yes;female;yes;23/01/1900;450.0;20.0;0.0;8.0;23:00;Rain;Chocolate
04/01/2025 12:18;Artificial Intelligence;yes;no;yes;no;male;yes;15/02/2025;450.0;90.0;10.0;4141.0;00:30;When the sun is out;Having the time to run
04/01/2025 12:18;Business Analytics;yes;unknown;yes;no;male;not willing to say;13/03/2002;220.0;40.0;9.0;15.0;23:00;Get a lot of sleep(at least 8 hours);Eat good food
04/01/2025 12:18;Artificial Intelligence;yes;yes;yes;yes;other;not willing to say;08/10/2001;250.0;30.0;4.0;6.0;02:00;happiness ;sun
04/01/2025 12:18;Artificial Intelligence;yes;no;yes;yes;male;yes;21/10/2001;430.0;30.0;8.0;37.0;00:30;Doing things I want to do;Not having to do things I don't want to do
04/01/2025 12:18;Artificial Intelligence;yes;yes;yes;yes;female;yes;10/12/1999;500.0;65.0;4.0;168.0;23:00;sun;not encountering a stressful situation
04/01/2025 12:18;Computational Science;yes;no;yes;yes;male;yes;21/06/2001;250.0;200.0;5.0;42.0;23:00;Sex;Alcohol 
04/01/2025 12:18;Econometrics;yes;yes;yes;yes;male;yes;28/02/2001;350.0;42.0;10.0;5347833.0;23:00;Good food and no econometrics courses;Sun, exercise and beer
04/01/2025 12:18;Computer Science;no;yes;unknown;no;male;yes;28/06/2002;380.0;99999.0;10.0;7777.0;02:00;weed;alcohol
04/01/2025 12:18;Computer Science;yes;no;yes;yes;female;yes;10/11/2000;5.0;60.0;4.0;8.0;23:00;Sunshine;Friends 
04/01/2025 12:18;Artificial Intelligence;yes;no;yes;unknown;male;yes;08/03/1998;350.0;15.0;6.0;42.0;23:00;Good weather;Chilling
04/01/2025 12:18;Artificial Intelligence;yes;yes;yes;yes;female;yes;January 9th;400.0;30.0;4.0;77.0;00:00;Sunny weather;Good food
04/01/2025 12:18;Computational Science;yes;unknown;yes;yes;female;yes;28/05/2025;330.0;47.0;12.0;30.0;00:00;Good food;Sun
04/01/2025 12:18;Computational Science;yes;no;yes;yes;female;yes;26/10/2001;350.0;10.0;12.0;3.0;02:00;sun;good food
04/01/2025 12:18;Computer Science;yes;yes;unknown;no;male;yes;21/07/2002;200.0;20.0;15.0;6.0;01:30;delicious food;alcohol dose
04/01/2025 12:18;Artificial Intelligence;yes;yes;no;yes;male;yes;not today;250.0;20.0;3.0;42.0;00:30;no responsibilities;nice weather
04/01/2025 12:18;Econometrics;yes;yes;yes;yes;male;yes;25/01/2003;385.0;6.0;7.0;10.0;00:00;Food;Sun
04/01/2025 12:18;Computational Science;yes;no;yes;no;female;yes;13/02/2025;390.0;37.0;4.0;197367.0;01:00;Sun ;Good food
04/01/2025 12:18;Econometrics;yes;no;yes;yes;male;yes;15/02/2002;375.0;50.0;4.0;1.0;00:00;Travel;Active
04/01/2025 12:18;Artificial Intelligence;yes;yes;no;yes;male;yes;02/04/2005;195.0;0.0;10.0;7.0;00:30;Not having looking for x ;Spots
04/01/2025 12:18;Computer Science;no;no;no;no;other;yes;X;300.0;30.0;4.0;73.0;01:00;Sun;Sub
04/01/2025 12:18;Other;no;yes;yes;no;female;yes;21/03/2002;234.0;40.0;7.0;8.0;23:30;Coffee;Running in the sun
04/01/2025 12:18;Computer Science;yes;yes;yes;yes;other;yes;04/02/2025;330.0;9000.0;0.0;37.0;05:00;Got nothing to do;Interesting activities
04/01/2025 12:18;Computational Science;yes;unknown;yes;no;male;yes;04/12/1998;480.0;75.0;3.0;7.0;01:00;Achivements;Socialising
04/01/2025 12:18;Artificial Intelligence;yes;unknown;yes;yes;male;yes;-;291.0;79.0;0.0;74.0;02:00;Being with someone i love;No assignment deadline!!!
04/01/2025 12:18;Computer Science;yes;yes;no;yes;male;not willing to say;Lol;550.0;42.0;4.0;69.0;00:30;Eating burrata;Eating pasta
04/01/2025 12:18;Artificial Intelligence;yes;no;yes;yes;female;yes;26/10/2001;200.0;30.0;0.0;7.0;01:30;My boyfriend;My friends 
04/01/2025 12:18;Computer Science;yes;no;yes;yes;female;yes;10/10/2025;500.0;100.0;3.0;3.0;13:00;Cats;Sun
04/01/2025 12:18;Artificial Intelligence;yes;yes;unknown;yes;other;not willing to say;22/01/2002;420.0;100.0;8.0;40.0;23:30;-1;-2
04/01/2025 12:18;Bioinformatics;no;no;no;no;female;yes;31/08/2001;200.0;10.0;8.0;11.0;01:00;Delicious food;Nice weather
04/01/2025 12:18;Business Analytics;yes;yes;yes;yes;male;not willing to say;14/07/2003;350.0;85.0;7.0;4.0;01:30;A beer after a exam;Seeing my dog
04/01/2025 12:18;Artificial Intelligence;yes;yes;unknown;yes;female;yes;02/01/2001;289.0;40.0;6.0;9582000000000.0;23:30;Sun;Good exam result
04/01/2025 12:18;Business Analytics;yes;yes;yes;yes;female;not willing to say;21/05/2025;400.0;40.0;3.0;9.0;22:00;Sleeping in;No assignments
04/01/2025 12:18;Computational Science;yes;no;yes;yes;male;yes;05/01/2025;350.0;25.0;20.0;40.0;23:00;feeling good ;productive
04/01/2025 12:18;Bioinformatics;yes;no;yes;no;male;yes;30/09/2002;250.0;0.0;7.0;69.0;23:00;Sun;Sports
04/01/2025 12:18;Computational Science;yes;no;yes;no;male;not willing to say;Muhahahah;250.0;110.0;5.0;42.0;00:30;Doggo;Food
04/01/2025 12:18;Artificial Intelligence;yes;unknown;yes;no;other;yes;07/08/1934;70000.0;900.0;10.0;7.0;23:00;Good talks;Productivity
04/01/2025 12:18;Bioinformatics;yes;yes;yes;no;male;yes;22/08/1998;250.0;60.0;4.0;89867.0;23:30;Cats;Candy
04/01/2025 12:18;Bioinformatics;yes;no;yes;no;female;not willing to say;09/11/2001;600.0;40.0;0.0;658.0;19:00;money;love
04/01/2025 12:18;Artificial Intelligence;yes;no;yes;yes;male;yes;26/07/2001;600.0;22.0;5.0;236.0;23:30;eating good food;having a nice nap
04/01/2025 12:18;Artificial Intelligence;yes;yes;unknown;yes;female;yes;20/09/2025;150.0;20.0;4.0;11.0;00:00;Good sleep;No uni
04/01/2025 12:18;Computer Science;yes;no;unknown;yes;other;yes;05/08/2000;300.0;13.0;6.0;1738.0;02:00;People;Food
04/01/2025 12:18;Econometrics;yes;yes;yes;yes;male;yes;04/04/2004;425.0;5.0;3.0;4.0;23:00;Hanging out with friends;No responsibilities
04/01/2025 12:18;Business Analytics;yes;no;unknown;yes;male;yes;20/08/2004;287.0;23.0;23.0;1,84E+32;22:30;Sports;Friends
04/01/2025 12:18;Computational Science;yes;no;yes;yes;male;no;03/04/2000;300.0;100.0;0.0;7.0;23:00;Not going to uni;No deadlines
04/01/2025 12:18;Artificial Intelligence;no;no;no;yes;male;yes;25/10/2002;300.0;30.0;7.0;9.0;00:30;Sports;Good sleep
04/01/2025 12:18;Computer Science;no;no;no;no;female;yes;11/04/1999;220.0;67.0;4.0;4.0;04:00;I take the ADHD medicine ;go out with friends 
04/01/2025 12:18;Computational Science;no;no;yes;yes;male;yes;27/01/1991;300.0;1.0;7.0;33.0;01:00;No assignments need to do;No lectures
04/01/2025 12:18;Bioinformatics;yes;unknown;unknown;unknown;male;yes;01/01/2000;500.0;69.0;10.0;69.0;00:00;Sun;Friends
04/01/2025 12:18;Other;yes;no;unknown;yes;male;no;September;483.0;;3.0;64.0;03:00;Sleep;Food
04/01/2025 12:18;Artificial Intelligence;yes;yes;yes;yes;male;yes;01/11/1999;300.0;75.0;4.0;314159265359.0;23:00;Passing EDDA;The sun
04/01/2025 12:18;Artificial Intelligence;yes;yes;yes;no;female;yes;25/12/2025;450.0;60.0;1.0;44.0;23:30;Nice weather;Free time
04/01/2025 12:18;Bioinformatics;no;no;yes;yes;male;yes;;240.0;100.0;2.0;8.0;03:00;no studying;gaming
04/01/2025 12:18;Other;yes;yes;yes;yes;male;yes;01/21/1997;357.0;7.0;5.0;69420.0;03:00;You :);You again :)
04/01/2025 12:18;Finance;yes;no;yes;yes;male;yes;10/01/2000;500.0;40.0;2.0;1.0;01:30;Making someone smile;Smiling
04/01/2025 12:18;Artificial Intelligence;no;no;yes;no;male;yes;26/01/1900;297.0;69.0;6.0;426.0;23:00;Mild weather, no lectures, good food;No assignments, no exam stress
04/01/2025 12:18;Computer Science;no;unknown;unknown;unknown;male;not willing to say;23/07/2001;500.0;80.0;6.0;5.0;08:00;eating;play 
04/01/2025 12:18;Other;yes;no;yes;no;male;yes;Mid February;300.0;20.0;8.0;891230124.0;01:30;Friends;Activity and food
04/01/2025 12:18;Business Analytics;yes;unknown;yes;yes;female;yes;14/02/1999;480.0;0.0;8.0;10.0;23:00;Peace;Nature
04/01/2025 12:18;Finance;yes;no;yes;no;male;yes;26/04/2001;350.0;20.0;8.0;124.0;23:30;Sports;Focus
04/01/2025 12:18;Computational Science;no;no;yes;no;male;yes;01/08/2000;300.0;55.0;6.0;47.0;00:30;Motorcycle ride;Social interaction
04/01/2025 12:18;Artificial Intelligence;yes;yes;no;yes;other;not willing to say;06/10/2025;500.0;100.0;3.0;420.0;02:00;Studying;Learning
04/01/2025 12:18;Computer Science;yes;yes;yes;yes;male;yes;02/09/2003;366.0;57.0;6.0;9999999999.0;00:30;go out of the house ;play a sport and instrument 
04/01/2025 12:18;Artificial Intelligence;no;yes;yes;yes;male;yes;24/02/2002;300.0;15.0;8.0;67.0;00:30;Doing a sport;Playing my bass guitar
04/01/2025 12:18;Artificial Intelligence;yes;no;yes;no;male;yes;23/07/2001;300.0;45.0;4.0;23.0;02:00;beer;another beer
04/01/2025 12:18;Artificial Intelligence;yes;no;unknown;yes;male;yes;undisclosed;123.0;90.0;4.0;;04:00;grounded;social, speding quality time with friends
04/01/2025 12:18;Computer Science;yes;yes;unknown;yes;male;yes;31/01/1999;300.0;75.0;3.0;81.0;03:00;Chilling with buddies;GAMING
04/01/2025 12:18;Computer Science;no;yes;yes;yes;male;yes;12/12/1921;450.0;101.0;168.0;3737.0;01:00;Money;Less money
04/01/2025 12:18;Artificial Intelligence;yes;yes;yes;yes;male;yes;05/12/2025;125.0;101.0;4.0;2,46E+78;23:00;good food;finish task
04/01/2025 12:18;Artificial Intelligence;no;no;yes;yes;male;yes;23/02/2025;200.0;65.0;3.0;4.0;02:00;Coffee;Motivation 
04/01/2025 12:18;Artificial Intelligence;yes;no;no;yes;male;yes;;378.0;-10.0;2.0;12.0;04:00;gezelligheid;see above
04/01/2025 12:18;Artificial Intelligence;yes;yes;yes;yes;female;not willing to say;20/09/2002;200.0;30.0;5.0;13.0;23:30;Productivity;Nice weather
04/01/2025 12:18;Artificial Intelligence;yes;unknown;yes;no;female;yes;03/10/2001;400.0;40.0;10.0;3.0;00:00;workout;sun
04/01/2025 12:18;Computer Science;yes;yes;no;yes;male;not willing to say;09/10/2000;390.0;101.0;3.0;7.0;05:00;A day outside;Jamming with the homies
04/01/2025 12:18;Bioinformatics;yes;yes;yes;no;male;yes;11/01/2001;500.0;25.0;5.0;27.0;23:30;Waking up refreshed;exercise
04/01/2025 12:18;Bioinformatics;yes;no;unknown;no;male;yes;11/06/2025;300.0;99.0;7.0;77.0;01:30;no class;nice weather
04/01/2025 12:18;Computational Science;no;no;no;no;male;yes;24th november;280.0;40.0;6.0;18282.0;22:00;Nice weather;Nice girls
04/01/2025 12:18;Bioinformatics;yes;no;yes;no;female;not willing to say;16/11/2001;450.0;80.0;3.0;17.0;00:30;sleeping;going for a walk
04/01/2025 12:18;Computer Science;yes;yes;no;yes;male;no;16/02/1999;150.0;0.0;8.0;75.0;05:00;Fun;Fun 2
04/01/2025 12:18;Bioinformatics;no;unknown;no;yes;male;yes;13/01/2025;230.0;69.0;15.0;4,68E+30;22:00;Reaching my calory goal;Sleeping 8 hours
04/01/2025 12:18;Business Analytics;yes;no;yes;yes;female;yes;28/06/2002;250.0;50.0;0.0;3.0;00:30;feeling productive;socializing 
04/01/2025 12:18;Other;yes;no;unknown;yes;male;not willing to say;20.01;118.0;24.0;6.0;31.0;00:30;Low stress;Progress
04/01/2025 12:18;Bioinformatics;no;yes;no;yes;female;yes;29/04/2002;375.0;30.0;6.0;3.0;23:30;Sun;-
04/01/2025 12:18;Computer Science;yes;yes;no;yes;female;yes;02/01/2003;;40.0;10.0;13.0;23:30;Stick to my daily routine;Connect with some good person
04/01/2025 12:18;Econometrics;yes;no;yes;yes;other;no;de vijftiende dag van de vierde maand;460.0;30.0;0.0;;00:00;no lectures;sleeping
04/01/2025 12:18;Computer Science;yes;yes;yes;yes;female;yes;;200.0;30.0;5.0;173425000000000.0;22:30;Running in the morning;Meeting new people
04/01/2025 12:18;Econometrics;yes;yes;yes;yes;male;yes;23/01/2001;300.0;0.0;4.0;271828.0;23:30;Good sleep;Free time
04/01/2025 12:18;Artificial Intelligence;yes;no;yes;yes;male;yes;13/05/2000;400.0;10.0;10.0;21.0;00:30;Sun and good food;Good food and sun
04/01/2025 12:18;Computer Science;no;no;unknown;yes;female;yes;;250.0;65.0;2.0;9.0;01:30;With friends I love;Sunny days
04/01/2025 12:18;Artificial Intelligence;yes;no;yes;no;female;yes;December;340.0;40.0;9.0;1672.0;01:00;Friends;Drinks
04/01/2025 12:18;Artificial Intelligence;yes;no;yes;no;female;yes;10/07/2025;400.0;35.0;6.0;823.0;01:00;Sunshine;Nice food
04/01/2025 12:18;Artificial Intelligence;yes;no;yes;yes;female;no;03/01/2001;250.0;100.0;4.0;11.0;23:30;Sun Shining;Drinking Matcha in the Sun
04/01/2025 12:19;Computational Science;yes;no;yes;no;female;yes;april 3rd;100.0;20.0;5.0;51.0;00:00;sunshine;no exam
04/01/2025 12:19;Computer Science;no;yes;no;yes;male;yes;07/02/1997;450.0;40.0;10.0;8473.0;00:00;The sun;Sports
04/01/2025 12:19;Other;yes;no;yes;yes;female;yes;december;350.0;87.0;1.0;27.4;02:00;getting some work done;time to make music
04/01/2025 12:19;Econometrics;yes;yes;yes;yes;female;yes;20/07/2002;450.0;10.0;3.0;22.0;23:00;Sun;friends
04/01/2025 12:19;Artificial Intelligence;yes;no;yes;yes;female;yes;01/09/2025;450.0;25.0;2.0;55678686.0;02:00;Sunshine;Food
04/01/2025 12:19;Business Analytics;yes;yes;yes;yes;female;yes;03/01/2000;400.0;60.0;7.0;25.0;23:00;being able to exercise;get outside
04/01/2025 12:19;Artificial Intelligence;yes;yes;yes;yes;male;yes;05/03/2001;400.0;40.0;16.0;90.0;22:30;Performing some sports;Positive people around me 
04/01/2025 12:19;Business Analytics;yes;unknown;no;yes;male;yes;11/09/2002;380.0;40.0;12.0;8,58E+35;22:30;When the sun is out;What makes a good day for you (2)? 
04/01/2025 12:19;Artificial Intelligence;yes;no;yes;yes;female;yes;01/12/2027;550.0;20.0;3.0;77.0;01:00;Good Breakfast;Sunshine
04/01/2025 12:19;Artificial Intelligence;yes;yes;unknown;yes;male;yes;18/11/2000;384.0;-10000.0;14.0;9.0;00:00;productivity;music
04/01/2025 12:19;Computer Science;no;unknown;yes;yes;male;yes;;450.0;30.0;6.0;76.0;03:00;Videogames all day;Good food for free
04/01/2025 12:19;Finance;yes;unknown;yes;no;male;yes;17/08/2001;250.0;58.0;3.0;5.0;01:30;Not a lot of assignments;Sports and guitar
04/01/2025 12:19;Econometrics;yes;yes;yes;no;male;not willing to say;13/12/2003;250.0;23.23;7.0;0.0;00:30;productivity;nice food
04/01/2025 12:19;Finance;yes;no;yes;no;male;not willing to say;15/08/2000;400.0;60.0;10.0;158.0;03:00;Sports;Food
04/01/2025 12:19;Business Analytics;yes;yes;no;yes;male;yes;04/10/2003;311.0;11.0;4.0;1,01E+140;01:00;Potato;Fries
04/01/2025 12:19;Artificial Intelligence;yes;yes;yes;yes;male;yes;18/01/2002;300.0;15.0;20.0;78.0;23:30;-;-
04/01/2025 12:19;Computer Science;yes;no;yes;yes;male;yes;18/02/2001;150.0;30.0;7.0;-69420.0;03:00;“rm -r .”;Bouldering and hanging with the homies
04/01/2025 12:19;Artificial Intelligence;yes;yes;yes;yes;female;yes;25/06/2003;450.0;50.0;8.0;7.0;23:00;Good food ;Nobody dies 
04/01/2025 12:19;Computational Science;yes;no;yes;no;female;not willing to say;25/08/2000;150.0;98.0;0.0;23.0;04:00;no course;鲜锅兔
04/01/2025 12:19;Artificial Intelligence;yes;yes;yes;yes;male;not willing to say;23/12/2000;400.0;10.0;8.0;9.0;01:00;Nice weather;Free time
04/01/2025 12:19;Computer Science;yes;yes;unknown;yes;male;not willing to say;30/01/2000;300.0;-1.0;12.0;4.0;01:00;Good food;Good weather
04/01/2025 12:19;Bioinformatics;yes;no;yes;no;female;yes;20/01/2002;350.0;30.0;2.0;9.0;22:30;Food;More food
04/01/2025 12:19;Artificial Intelligence;yes;yes;yes;yes;female;yes;23/01/1900;380.0;23.0;3.0;39587.0;00:30;Good food;Talking to friends
04/01/2025 12:19;Artificial Intelligence;yes;yes;yes;yes;male;not willing to say;01/01/1998;500.0;70.0;2.0;7.0;23:00;Good food;Good sleep
04/01/2025 12:19;Bioinformatics;yes;no;yes;no;male;yes;Dec 08, 2001;240.0;65.0;4.0;35.0;02:00;Cola;Gaming
04/01/2025 12:19;Artificial Intelligence;no;no;yes;no;male;not willing to say;01/09/2005;400.0;40.0;3.0;60000000.0;02:00;Productivity;Friends
04/01/2025 12:19;Econometrics;yes;yes;no;yes;male;not willing to say;2003 July ;220.0;22.0;9.0;18.0;02:00;Sun;Sun
04/01/2025 12:19;Artificial Intelligence;yes;yes;yes;yes;female;yes;11/08/2002;253.0;55.0;4.0;21.0;01:00;Sun ;Laughter 
04/01/2025 12:19;Business Analytics;yes;yes;yes;yes;male;yes;29/09/2025;300.0;25.0;11.0;3,89E+39;23:30;Personal record in the gym;Good food
04/01/2025 12:19;Artificial Intelligence;yes;no;yes;unknown;female;yes;05/05/2002;280.0;20.0;7.0;93.0;00:00;That I feel content and happy;Doing something 
