timestamp;programme;machine_learning;information_retrieval;statistics;databases;gender;chatgpt;birthday;student_estimate;stress;sports;random_number;bedtime;good_day_1;good_day_2
4-1-2025 12:18:20;Artificial Intelligence;yes;no;yes;yes;male;yes;21/10/2001;430;30.0;8.0;37.0;00:30;Doing things I want to do;Not having to do things I don't want to do
4-1-2025 12:18:20;Artificial Intelligence;yes;yes;yes;yes;female;yes;10/12/1999;500;65.0;4.0;168.0;23:00;sun;not encountering a stressful situation
4-1-2025 12:18:20;Computational Science;yes;no;yes;yes;male;yes;21/06/2001;250;200.0;5.0;42.0;23:00;Sex;Alcohol 
4-1-2025 12:18:20;Econometrics;yes;yes;yes;yes;male;yes;28/02/2001;350;42.0;10.0;5347833.0;2300;Good food and no econometrics courses;Sun, exercise and beer
4-1-2025 12:18:20;Computer Science;no;yes;unknown;no;male;yes;28/06/2002;380;99999.0;10.0;7777.0;2 pm;weed;alcohol
4-1-2025 12:18:21;Computer Science;yes;no;yes;yes;female;yes;10/11/2000;5;60.0;4.0;8.0;23;Sunshine;Friends 
4-1-2025 12:18:22;Artificial Intelligence;yes;no;yes;unknown;male;yes;08/03/1998;350;15.0;6.0;42.0;23:00;Good weather;Chilling
4-1-2025 12:18:22;Artificial Intelligence;yes;yes;yes;yes;female;yes;January 9th;400;30.0;4.0;77.0;23:55;Sunny weather;Good food
4-1-2025 12:18:26;Computational Science;yes;unknown;yes;yes;female;yes;28/05;330;47.0;12.0;30.0;23:45;Good food;Sun
4-1-2025 12:18:26;Computational Science;yes;no;yes;yes;female;yes;26/10/2001;350;10.0;12.0;3.0;2am;sun;good food
4-1-2025 12:18:27;Computer Science;yes;yes;unknown;no;male;yes;21/07/2002;200;20.0;15.0;6.0;1:30am;delicious food;alcohol dose
4-1-2025 12:18:27;Artificial Intelligence;yes;yes;no;yes;male;yes;not today;250;20.0;3.0;42.0;0:30;no responsibilities;nice weather
4-1-2025 12:18:27;Econometrics;yes;yes;yes;yes;male;yes;25/01/2003;385;6.0;7.0;10.0;00:00;Food;Sun
4-1-2025 12:18:28;Computational Science;yes;no;yes;no;female;yes;13/02;390;37.0;4.0;197367.0;1am;Sun ;Good food
4-1-2025 12:18:28;Econometrics;yes;no;yes;yes;male;yes;15/02/2002;375;50.0;4.0;1.0;12;Travel;Active
4-1-2025 12:18:30;Artificial Intelligence;yes;yes;no;yes;male;yes;02/04/2005;195;0.0;10.0;7.0;12:34;Not having looking for x ;Spots
4-1-2025 12:18:31;Computer Science;no;no;no;no;gender fluid;yes;X;300;30.0;4.0;73.0;1;Sun;Sub
4-1-2025 12:18:31;Msc International Public Health;no;yes;yes;no;female;yes;21/03/2002;234;40.0;7.0;8.0;23:30;Coffee;Running in the sun
4-1-2025 12:18:31;Computer Science;yes;yes;yes;yes;other;yes;04 February ;330;9000.0;0.0;37.0;5am;Got nothing to do;Interesting activities
4-1-2025 12:18:32;Computational Science;yes;unknown;yes;no;male;yes;98/12/04;480;75.0;3.0;7.0;1;Achivements;Socialising
4-1-2025 12:18:33;Artificial Intelligence;yes;unknown;yes;yes;male;yes;-;291;79.0;0.0;74.0;2 am;Being with someone i love;No assignment deadline!!!
4-1-2025 12:18:33;Computer Science;yes;yes;no;yes;male;not willing to say;Lol;550;42.0;4.0;69.0;00:40;Eating burrata;Eating pasta
4-1-2025 12:18:34;Artificial Intelligence;yes;no;yes;yes;female;yes;26/10/2001;200;30.0;0.0;7.0;1:30;My boyfriend;My friends 
4-1-2025 12:18:34;Computer Science;yes;no;yes;yes;female;yes;10-10;500;100.0;3.0;3.0;12:45;Cats;Sun
4-1-2025 12:18:34;Artificial Intelligence;yes;yes;unknown;yes;intersex;not willing to say;22/01/2002;420;100.0;8.0;40.0;11:35;-1;-2
4-1-2025 12:18:34;Bioinformatics;no;no;no;no;female;yes;20010831;200;10.0;8.0;11.0;1:00;Delicious food;Nice weather
4-1-2025 12:18:35;Business Analytics;yes;yes;yes;yes;male;not willing to say;14/07/2003;350;85.0;7.0;4.0;01:30;A beer after a exam;Seeing my dog
4-1-2025 12:18:35;Artificial Intelligence;yes;yes;unknown;yes;female;yes;02-01-2001 ;289;40.0;6.0;9582000000000.0;23:25;Sun;Good exam result
4-1-2025 12:18:36;Business Analytics;yes;yes;yes;yes;female;not willing to say;21/05/2025;400;40.0;3.0;9.0;21:45;Sleeping in;No assignments
4-1-2025 12:18:36;Computational Science;yes;no;yes;yes;male;yes;05/01;350;25.0;20.0;40.0;23:00;feeling good ;productive
4-1-2025 12:18:37;Bioinformatics;yes;no;yes;no;male;yes;30/09/2002;250;0.0;7.0;69.0;23:00;Sun;Sports
4-1-2025 12:18:37;Computational Science;yes;no;yes;no;male;not willing to say;Muhahahah;250;110.0;5.0;42.0;0:30;Doggo;Food
4-1-2025 12:18:37;Artificial Intelligence;yes;unknown;yes;no;not willing to answer;yes;07/08/1934;70000;900.0;10.0;7.0;23:00;Good talks;Productivity
4-1-2025 12:18:38;Bioinformatics;yes;yes;yes;no;male;yes;22/08/1998;250;60.0;4.0;89867.0;23:30;Cats;Candy
4-1-2025 12:18:38;Bioinformatics;yes;no;yes;no;female;not willing to say;09/11/2001;600;40.0;0.0;658.0;7pm;money;love
4-1-2025 12:18:39;Artificial Intelligence;yes;no;yes;yes;male;yes;26/07/2001;600;22.0;5.0;236.0;11:33 PM;eating good food;having a nice nap
4-1-2025 12:18:39;Artificial Intelligence;yes;yes;unknown;yes;female;yes;20/09;150;20.0;4.0;11.0;12;Good sleep;No uni
4-1-2025 12:18:39;Computer Science;yes;no;unknown;yes;not willing to answer;yes;05/08/2000;300;13.0;6.0;1738.0;2;People;Food
4-1-2025 12:18:40;Econometrics;yes;yes;yes;yes;male;yes;04/04/2004;425;5.0;3.0;4.0;23:00;Hanging out with friends;No responsibilities
4-1-2025 12:18:41;Business Analytics;yes;no;unknown;yes;male;yes;20/08/2004;287;23.0;23.0;1.843659021436743e+17;22:40;Sports;Friends
4-1-2025 12:18:41;Computational Science;yes;no;yes;yes;male;no;03/04/2000;300;100.0;0.0;7.0;23:00;Not going to uni;No deadlines
4-1-2025 12:18:41;Artificial Intelligence;no;no;no;yes;male;yes;25/10/2002;300;30.0;7.0;9.0;00:30;Sports;Good sleep
4-1-2025 12:18:43;Computer Science;no;no;no;no;female;yes;11/04/1999;220;67.0;4.0;4.0;4am;I take the ADHD medicine ;go out with friends 
4-1-2025 12:18:44;Computational Science;no;no;yes;yes;male;yes;27/01/1991;300;1.0;7.0;33.0;1:00;No assignments need to do;No lectures
4-1-2025 12:18:44;Bioinformatics;yes;unknown;unknown;unknown;male;yes;1.1.2000;500;69.0;10.0;69.0;Midnight;Sun;Friends
4-1-2025 12:18:44;Security ;yes;no;unknown;yes;male;no;September;483;;3.0;64.0;3AM;Sleep;Food
4-1-2025 12:18:44;Artificial Intelligence;yes;yes;yes;yes;male;yes;November 1999;300;75.0;4.0;314159265359.0;23:00;Passing EDDA;The sun
4-1-2025 12:18:44;Artificial Intelligence;yes;yes;yes;no;female;yes;25/12;450;60.0;1.0;44.0;23:30;Nice weather;Free time
4-1-2025 12:18:45;Bioinformatics;no;no;yes;yes;male;yes;0000;240;100.0;2.0;8.0;03:00;no studying;gaming
4-1-2025 12:18:45;Mathematics;yes;yes;yes;yes;male;yes;01/21/1997;357;7.0;5.0;69420.0;3am;You :);You again :)
4-1-2025 12:18:46;Finance;yes;no;yes;yes;male;yes;10/01/2000;500;40.0;2.0;1.0;01:23;Making someone smile;Smiling
4-1-2025 12:18:46;Artificial Intelligence;no;no;yes;no;male;yes;26;297;69.0;6.0;426.0;2300;Mild weather, no lectures, good food;No assignments, no exam stress
4-1-2025 12:18:46;Computer Science;no;unknown;unknown;unknown;male;not willing to say;07 232001;500;80.0;6.0;5.0;8;eating;play 
4-1-2025 12:18:46;Human Language Technology (RM);yes;no;yes;no;male;yes;Mid February;300;20.0;8.0;891230124.0;01:30;Friends;Activity and food
4-1-2025 12:18:47;Business Analytics;yes;unknown;yes;yes;female;yes;14/02/1999;480;0.0;8.0;10.0;23;Peace;Nature
4-1-2025 12:18:47;Finance;yes;no;yes;no;male;yes;26/04/2001;350;20.0;8.0;124.0;23:30;Sports;Focus
4-1-2025 12:18:48;Computational Science;no;no;yes;no;male;yes;Aug 2000;300;55.0;6.0;47.0;00:31;Motorcycle ride;Social interaction
4-1-2025 12:18:48;Artificial Intelligence;yes;yes;no;yes;intersex;not willing to say;06/10;500;100.0;3.0;420.0;2am;Studying;Learning
4-1-2025 12:18:48;Computer Science;yes;yes;yes;yes;male;yes;02/09/2003;366;57.0;6.0;9999999999.0;00:40;go out of the house ;play a sport and instrument 
4-1-2025 12:18:49;Artificial Intelligence;no;yes;yes;yes;male;yes;24/02/2002;300;15.0;8.0;67.0;00:30;Doing a sport;Playing my bass guitar
4-1-2025 12:18:49;Artificial Intelligence;yes;no;yes;no;male;yes;23/07/2001;300;45.0;4.0;23.0;2;beer;another beer
4-1-2025 12:18:49;Artificial Intelligence;yes;no;unknown;yes;male;yes;undisclosed;123;90.0;4.0;;3:54;grounded;social, speding quality time with friends
4-1-2025 12:18:49;Computer Science;yes;yes;unknown;yes;male;yes;31 January 1999;300;75.0;3.0;81.0;3 AM x);Chilling with buddies;GAMING
4-1-2025 12:18:49;Computer Science;no;yes;yes;yes;male;yes;12/12/1921;450;101.0;168.0;3737.0;1;Money;Less money
4-1-2025 12:18:50;Artificial Intelligence;yes;yes;yes;yes;male;yes;05/12;125;101.0;4.0;2.4581973215786324e+62;23:00;good food;finish task
4-1-2025 12:18:51;Artificial Intelligence;no;no;yes;yes;male;yes;23/02;200;65.0;3.0;4.0;02:00;Coffee;Motivation 
4-1-2025 12:18:51;Artificial Intelligence;yes;no;no;yes;male;yes;nonono;378;-10.0;2.0;12.0;4am;gezelligheid;see above
4-1-2025 12:18:52;Artificial Intelligence;yes;yes;yes;yes;female;not willing to say;20/09/2002;200;30.0;5.0;13.0;11:30pm;Productivity;Nice weather
4-1-2025 12:18:53;Artificial Intelligence;yes;unknown;yes;no;female;yes;03/10/2001;400;40.0;10.0;3.0;12;workout;sun
4-1-2025 12:18:53;Computer Science;yes;yes;no;yes;male;not willing to say;09/10/2000;390;101.0;3.0;7.0;5am;A day outside;Jamming with the homies
4-1-2025 12:18:53;Bioinformatics;yes;yes;yes;no;male;yes;11/01/2001;500;25.0;5.0;27.0;23:30;Waking up refreshed;exercise
4-1-2025 12:18:53;Bioinformatics;yes;no;unknown;no;male;yes;11/6;300;99.0;7.0;77.0;1:30;no class;nice weather
4-1-2025 12:18:53;Computational Science;no;no;no;no;male;yes;24th november;280;40.0;6.0;18282.0;22:00;Nice weather;Nice girls
4-1-2025 12:18:54;Bioinformatics;yes;no;yes;no;female;not willing to say;16/11/2001;450;80.0;3.0;17.0;00:30;sleeping;going for a walk
4-1-2025 12:18:55;Computer Science;yes;yes;no;yes;male;no;16/02/1999;150;0.0;8.0;75.0;5:00am;Fun;Fun 2
4-1-2025 12:18:55;Bioinformatics;no;unknown;no;yes;male;yes;13 january;230;69.0;15.0;4.67899018748225e+16;22:00;Reaching my calory goal;Sleeping 8 hours
4-1-2025 12:18:55;Business Analytics;yes;no;yes;yes;female;yes;28/06/2002;250;50.0;0.0;3.0;12:30;feeling productive;socializing 
4-1-2025 12:18:55;Big-Data Engineering;yes;no;unknown;yes;male;not willing to say;20.01;118;24.0;6.0;31.0;12.30;Low stress;Progress
4-1-2025 12:18:56;Bioinformatics;no;yes;no;yes;female;yes;29/04/2002;375;30.0;6.0;3.0;23:30;Sun;-
4-1-2025 12:18:56;Computer Science;yes;yes;no;yes;female;yes;02/01/2003;;40.0;10.0;13.0;23:30;Stick to my daily routine;Connect with some good person
4-1-2025 12:18:56;Econometrics;yes;no;yes;yes;not willing to answer;no;de vijftiende dag van de vierde maand;460;30.0;0.0;;around midnight;no lectures;sleeping
4-1-2025 12:18:56;Computer Science;yes;yes;yes;yes;female;yes;00/00/0000;200;30.0;5.0;173425000000000.0;22:30;Running in the morning;Meeting new people
4-1-2025 12:18:57;Econometrics;yes;yes;yes;yes;male;yes;23/01/2001;300;0.0;4.0;271828.0;23u30;Good sleep;Free time
4-1-2025 12:18:57;Artificial Intelligence;yes;no;yes;yes;male;yes;13/05/2000;400;10.0;10.0;21.0;00:30;Sun and good food;Good food and sun
4-1-2025 12:18:58;Computer Science;no;no;unknown;yes;female;yes;9.4;250;65.0;2.0;9.0;1.22am;With friends I love;Sunny days
4-1-2025 12:18:59;Artificial Intelligence;yes;no;yes;no;female;yes;December;340;40.0;9.0;1672.0;01:00;Friends;Drinks
4-1-2025 12:18:59;Artificial Intelligence;yes;no;yes;no;female;yes;10/07;400;35.0;6.0;823.0;1am;Sunshine;Nice food
4-1-2025 12:18:59;Artificial Intelligence;yes;no;yes;yes;female;no;03/01/2001;250;100.0;4.0;11.0;23.30;Sun Shining;Drinking Matcha in the Sun
4-1-2025 12:19:00;Computational Science;yes;no;yes;no;female;yes;april 3rd;100;20.0;5.0;51.0;0:00;sunshine;no exam
4-1-2025 12:19:00;Computer Science;no;yes;no;yes;male;yes;07/02/1997;450;40.0;10.0;8473.0;00:00;The sun;Sports
4-1-2025 12:19:00;Humanities Research Master;yes;no;yes;yes;female;yes;december;350;87.0;1.0;27.4;2 am;getting some work done;time to make music
4-1-2025 12:19:01;Econometrics;yes;yes;yes;yes;female;yes;20/07/2002;450;10.0;3.0;22.0;23:00;Sun;friends
4-1-2025 12:19:01;Artificial Intelligence;yes;no;yes;yes;female;yes;01/09;450;25.0;2.0;55678686.0;02:00;Sunshine;Food
4-1-2025 12:19:02;Business Analytics;yes;yes;yes;yes;female;yes;03/01/2000;400;60.0;7.0;25.0;23:00;being able to exercise;get outside
4-1-2025 12:19:02;Artificial Intelligence;yes;yes;yes;yes;male;yes;05/03/2001;400;40.0;16.0;90.0;22:30;Performing some sports;Positive people around me 
4-1-2025 12:19:02;Business Analytics;yes;unknown;no;yes;male;yes;11/09/2002;380;40.0;12.0;8.582822818256637e+20;22:30;When the sun is out;What makes a good day for you (2)? 
4-1-2025 12:19:02;Artificial Intelligence;yes;no;yes;yes;female;yes;December 27;550;20.0;3.0;77.0;1 am;Good Breakfast;Sunshine
4-1-2025 12:19:03;Artificial Intelligence;yes;yes;unknown;yes;male;yes;18/11/2000;384;-10000.0;14.0;9.0;12;productivity;music
4-1-2025 12:19:04;Computer Science;no;unknown;yes;yes;male;yes;;450;30.0;6.0;76.0;3:00 ;Videogames all day;Good food for free
4-1-2025 12:19:05;Finance;yes;unknown;yes;no;male;yes;17 augustus 2001;250;58.0;3.0;5.0;01:30;Not a lot of assignments;Sports and guitar
4-1-2025 12:19:05;Econometrics;yes;yes;yes;no;male;not willing to say;13/12/2003;250;23.23;7.0;0.0;00:30;productivity;nice food
4-1-2025 12:19:06;Finance;yes;no;yes;no;male;not willing to say;15/08/2000;400;60.0;10.0;158.0;3am;Sports;Food
4-1-2025 12:19:06;Master;yes;no;yes;no;gender fluid;no;6-9-69;9000;100.0;200.0;;5;Brazzers;BangBros
4-1-2025 12:19:06;Business Analytics;yes;yes;no;yes;male;yes;04/10/2003;311;11.0;4.0;1.0107472946391948e+124;1;Potato;Fries
4-1-2025 12:19:06;Artificial Intelligence;yes;yes;yes;yes;male;yes;18/01/2002;300;15.0;20.0;78.0;23:30;-;-
4-1-2025 12:19:06;Computer Science;yes;no;yes;yes;male;yes;18/02/2001;150;30.0;7.0;-69420.0;3:00;“rm -r .”;Bouldering and hanging with the homies
4-1-2025 12:19:07;Artificial Intelligence;yes;yes;yes;yes;female;yes;25/06/2003;450;50.0;8.0;7.0;23:00;Good food ;Nobody dies 
4-1-2025 12:19:08;Computational Science;yes;no;yes;no;female;not willing to say;25/08/2000;150;98.0;0.0;23.0;4;no course;鲜锅兔
4-1-2025 12:19:08;Artificial Intelligence;yes;yes;yes;yes;male;not willing to say;23/12/2000;400;10.0;8.0;9.0;01:00;Nice weather;Free time
4-1-2025 12:19:09;Computer Science;yes;yes;unknown;yes;male;not willing to say;30/01/2000;300;-1.0;12.0;4.0;1;Good food;Good weather
4-1-2025 12:19:10;Bioinformatics;yes;no;yes;no;female;yes;20/01/2002;350;30.0;2.0;9.0;22:30;Food;More food
4-1-2025 12:19:11;Artificial Intelligence;yes;yes;yes;yes;female;yes;23;380;23.0;3.0;39587.0;12:30;Good food;Talking to friends
4-1-2025 12:19:11;Artificial Intelligence;yes;yes;yes;yes;male;not willing to say;01/01/1998;500;70.0;2.0;7.0;23:00;Good food;Good sleep
4-1-2025 12:19:11;Bioinformatics;yes;no;yes;no;male;yes;Dec 08, 2001;240;65.0;4.0;35.0;2 am;Cola;Gaming
4-1-2025 12:19:12;Artificial Intelligence;no;no;yes;no;male;not willing to say;September 5;400;40.0;3.0;60000000.0;2am;Productivity;Friends
4-1-2025 12:19:13;Econometrics;yes;yes;no;yes;male;not willing to say;2003 July ;220;22.0;9.0;18.0;02:00;Sun;Sun
4-1-2025 12:19:14;Artificial Intelligence;yes;yes;yes;yes;female;yes;11/08/2002;253;55.0;4.0;21.0;1:03 ;Sun ;Laughter 
4-1-2025 12:19:14;Business Analytics;yes;yes;yes;yes;male;yes;29-09;300;25.0;11.0;3.891736819378484e+24;23:30;Personal record in the gym;Good food
